"commit","subject","status","files"
"20721aac711e32cf8171fd791488aa0a9f85c0a8","Dangerous Clipboards","needs-review","gradle.properties;src/main/java/com/simibubi/create/content/equipment/potatoCannon/PotatoCannonItem.java;src/main/java/com/simibubi/create/content/logistics/item/filter/attribute/ItemAttribute.java;src/main/java/com/simibubi/create/content/logistics/item/filter/attribute/attributes/ItemNameAttribute.java;src/main/java/com/simibubi/create/content/logistics/packagePort/PackagePortBlockEntity.java;src/main/java/com/simibubi/create/content/logistics/packager/PackagerBlockEntity.java;src/main/java/com/simibubi/create/content/redstone/nixieTube/NixieTubeBlockEntity.java;src/main/java/com/simibubi/create/content/schematics/SchematicProcessor.java;src/main/java/com/simibubi/create/content/trains/display/FlapDisplayBlockEntity.java;src/main/java/com/simibubi/create/content/trains/display/FlapDisplayLayout.java;src/main/java/com/simibubi/create/content/trains/display/FlapDisplaySection.java;src/main/java/com/simibubi/create/foundation/CreateNBTProcessors.java"
"01dc542ca136b38ad86ffc296dc3806b883840a4","Bump version","needs-review","gradle.properties"
"24d85178d1ef37e8cb2e837ca6e69d3c84516718","Update silk","needs-review","build.gradle"
"787f809deb50ee478787212cccff9952a0c5b7fc","fix floating point issues within GantryContraptionEntity (#9481)","needs-review","src/main/java/com/simibubi/create/content/contraptions/gantry/GantryContraptionEntity.java"
"11f59c9a304f4b2bfc1ccf01f6737a278379a32a","Revert ""Update silk""","needs-review","build.gradle"
"b8a9a21532e95e5aa587e1deb2be9dbaa484516d","Reapply ""Update silk""","needs-review","build.gradle"
"dd133f667969870dd6e9b96395097ac93cd91ced","Deployed","needs-review","src/main/java/com/simibubi/create/content/kinetics/deployer/DeployerBlock.java"
"f741b5b86e6e474fcb0de0aeb9286565f9b73c6c","Fix schematics sticking around after instant placement (#9494)","needs-review","src/main/java/com/simibubi/create/content/schematics/client/SchematicHandler.java"
"710d5d612cca4f57814612072fbe72d4f08f8664","Chunked","needs-review","src/main/java/com/simibubi/create/foundation/virtualWorld/VirtualRenderWorld.java"
"6409450e032339057ac7166992f3134db972e49e","Bouncy Seats","needs-review","src/main/java/com/simibubi/create/content/contraptions/actors/seat/SeatBlock.java;src/main/java/com/simibubi/create/foundation/mixin/EntityMixin.java;src/main/java/com/simibubi/create/foundation/mixin/MapItemSavedDataMixin.java;src/main/java/com/simibubi/create/foundation/mixin/PlayerMixin.java;src/main/java/com/simibubi/create/foundation/mixin/client/CameraMixin.java;src/main/java/com/simibubi/create/foundation/mixin/compat/xaeros/XaeroFullscreenMapMixin.java;src/main/java/com/simibubi/create/foundation/mixin/compat/xaeros/XaeroPauseScreenOverrideMixin.java;src/main/java/com/simibubi/create/foundation/mixin/datafixer/BlockPosFormatAndRenamesFixMixin.java"
"b91757a3a55205e9888e70fb5cb5c2380b4724c7","Cold nights","needs-review","src/main/java/com/simibubi/create/compat/computercraft/implementation/peripherals/NixieTubePeripheral.java;src/main/java/com/simibubi/create/content/redstone/link/RedstoneLinkBlock.java;src/main/java/com/simibubi/create/content/redstone/nixieTube/NixieTubeBlock.java;src/main/java/com/simibubi/create/content/schematics/SchematicPrinter.java;src/main/java/com/simibubi/create/content/trains/graph/TrackNodeLocation.java"
"eda49cb096000ce588902c51da57fc20b7fb69b9","Bump flywheel build, use new materialFunc methods","needs-review","gradle.properties;src/main/java/com/simibubi/create/content/contraptions/render/ContraptionVisual.java;src/main/java/com/simibubi/create/foundation/render/SpecialModels.java"
"ef8e9ccae46e6d8bf7d09a8fad1536c736b3c5a1","No shade for ladders","needs-review","src/main/resources/assets/create/models/block/ladder.json"
"2533d6933eed770f6d91de53c8f67b8a9633d24c","To clay or to not clay","needs-review","src/generated/resources/.cache/b256105d8411632b0d585496ea8944a751a08034;src/generated/resources/.cache/eaed56ca9d9781c7626be345dd9f2c9a1fad638e;src/generated/resources/data/create/create/potato_projectile/type/pufferfish.json;src/generated/resources/data/create/recipe/milling/clay.json;src/main/java/com/simibubi/create/foundation/data/recipe/CreateMillingRecipeGen.java"
"35a42efdaf4c580e39607a53332e0985fc1280bd","Improve Recipe Viewer Sync in Stock Keepers","needs-review","src/generated/resources/.cache/af1b4964b4b67530aeb67585e9573385e8cab38a;src/generated/resources/.cache/eaed56ca9d9781c7626be345dd9f2c9a1fad638e;src/generated/resources/assets/create/lang/en_ud.json;src/generated/resources/assets/create/lang/en_us.json;src/main/java/com/simibubi/create/compat/Mods.java;src/main/java/com/simibubi/create/content/logistics/stockTicker/StockKeeperRequestScreen.java;src/main/java/com/simibubi/create/foundation/gui/AllGuiTextures.java;src/main/java/com/simibubi/create/infrastructure/config/CClient.java;src/main/resources/assets/create/lang/bel_tr.json;src/main/resources/assets/create/lang/bg_bg.json;src/main/resources/assets/create/lang/cs_cz.json;src/main/resources/assets/create/lang/da_dk.json;src/main/resources/assets/create/lang/de_de.json;src/main/resources/assets/create/lang/default/interface.json;src/main/resources/assets/create/lang/en_gb.json;src/main/resources/assets/create/lang/es_es.json;src/main/resources/assets/create/lang/es_mx.json;src/main/resources/assets/create/lang/fi_fi.json;src/main/resources/assets/create/lang/fr_ca.json;src/main/resources/assets/create/lang/fr_fr.json;src/main/resources/assets/create/lang/he_il.json;src/main/resources/assets/create/lang/hr_hr.json;src/main/resources/assets/create/lang/hu_hu.json;src/main/resources/assets/create/lang/it_it.json;src/main/resources/assets/create/lang/ja_jp.json;src/main/resources/assets/create/lang/ko_kr.json;src/main/resources/assets/create/lang/lzh.json;src/main/resources/assets/create/lang/nl_nl.json;src/main/resources/assets/create/lang/no_no.json;src/main/resources/assets/create/lang/pl_pl.json;src/main/resources/assets/create/lang/pt_br.json;src/main/resources/assets/create/lang/pt_pt.json;src/main/resources/assets/create/lang/qep.json;src/main/resources/assets/create/lang/ro_ro.json;src/main/resources/assets/create/lang/rpr.json;src/main/resources/assets/create/lang/ru_ru.json;src/main/resources/assets/create/lang/sv_se.json;src/main/resources/assets/create/lang/tok.json;src/main/resources/assets/create/lang/tr_tr.json;src/main/resources/assets/create/lang/uk_ua.json;src/main/resources/assets/create/lang/vi_vn.json;src/main/resources/assets/create/lang/zh_cn.json;src/main/resources/assets/create/lang/zh_tw.json;src/main/resources/assets/create/textures/gui/stock_keeper.png"
"7d77d80ecaad03ef22d31aa9f7dbaac0b4c6d594","Fix potion-based fluid recipes (#9563)","needs-review","src/main/java/com/simibubi/create/compat/jei/category/SpoutCategory.java;src/main/java/com/simibubi/create/content/fluids/potion/PotionMixingRecipes.java;src/main/java/com/simibubi/create/infrastructure/gametest/CreateGameTestHelper.java;src/main/java/com/simibubi/create/infrastructure/gametest/tests/TestProcessing.java;src/main/resources/data/create/structure/gametest/processing/potion_brewing.nbt;src/main/resources/data/create/structure/gametest/processing/spout_crafting.nbt"
"640d35c3cbba4002bcd46c0eb016bcff8ebd78f9","A hodge podge of fixes","needs-review","src/main/java/com/simibubi/create/api/behaviour/spouting/StateChangingBehavior.java;src/main/java/com/simibubi/create/content/schematics/cannon/SchematicannonBlockEntity.java;src/main/java/com/simibubi/create/foundation/data/recipe/CreateStandardRecipeGen.java;src/main/java/com/simibubi/create/foundation/virtualWorld/VirtualChunk.java"
"3d4287905a1344378aeefc0384c4dd87e70a95b3","Update ponder","needs-review","build.gradle;gradle.properties;settings.gradle"
"174ccf0ba68f8f4a9ec93d2068df7411ccd35841","Fix Furnace Minecart contraption not stopping when mining blocks (#9630)","needs-review","src/main/java/com/simibubi/create/content/contraptions/OrientedContraptionEntity.java;src/main/java/com/simibubi/create/content/contraptions/minecart/MinecartSim2020.java"
"b075068100eb4c954055713679408f8955926969","Fixed Portable Storage Interface Connection Issue (#9624)","needs-review","src/main/java/com/simibubi/create/content/contraptions/actors/psi/PortableItemInterfaceBlockEntity.java"
"9d4568cfe3b753b8f5356d5d2e478ae06b131a19","Fix 9650 (#9652)","needs-review","src/generated/resources/assets/create/lang/en_us.json;src/main/java/com/simibubi/create/infrastructure/ponder/scenes/CartAssemblerScenes.java;src/main/resources/assets/create/lang/en_gb.json"
"d6f5ab32bcc4861b4bcd6eda619b855b9eb79a2d","Fix spelling errors (#9658)","needs-review","src/generated/resources/assets/create/lang/en_us.json;src/main/java/com/simibubi/create/infrastructure/data/TagLangGenerator.java;src/main/java/com/simibubi/create/infrastructure/ponder/scenes/KineticsScenes.java;src/main/resources/assets/create/lang/da_dk.json;src/main/resources/assets/create/lang/de_de.json;src/main/resources/assets/create/lang/es_cl.json;src/main/resources/assets/create/lang/pt_pt.json;src/main/resources/assets/create/lang/tr_tr.json"
"157a9e99531cca6ecae5b49198055fc539128f28","refactor: Clarify collection step with Contraption Actors (#9325)","needs-review","src/main/java/com/simibubi/create/api/behaviour/movement/MovementBehaviour.java;src/main/java/com/simibubi/create/content/contraptions/actors/harvester/HarvesterMovementBehaviour.java;src/main/java/com/simibubi/create/content/contraptions/actors/plough/PloughMovementBehaviour.java;src/main/java/com/simibubi/create/content/contraptions/actors/roller/RollerMovementBehaviour.java;src/main/java/com/simibubi/create/content/kinetics/base/BlockBreakingMovementBehaviour.java;src/main/java/com/simibubi/create/content/kinetics/deployer/DeployerMovementBehaviour.java"
"4318508352faf8af0dccbe847c4a3e45e22c7ff6","Post-merge fixes","needs-review","build.gradle;src/main/java/com/simibubi/create/api/behaviour/movement/MovementBehaviour.java"
"8155e2f36351f848eee17d2c5f14d40341fbe7e5","Improve factory gauge request accuracy (#9649)","needs-review","src/main/java/com/simibubi/create/content/logistics/factoryBoard/FactoryPanelBehaviour.java;src/main/java/com/simibubi/create/content/logistics/packagerLink/LogisticallyLinkedBehaviour.java"
"5c52a4b6f9aa6dd495df2b2dcf4af950845a3384","Optimizing I","needs-review","src/main/java/com/simibubi/create/content/processing/sequenced/SequencedAssemblyRecipe.java;src/main/java/com/simibubi/create/content/trains/graph/EdgePointStorage.java"
"ad3ef59ed6fe905a19b27accd3dd7516cee7f83d","Optimizing II","needs-review","src/main/java/com/simibubi/create/content/trains/GlobalRailwayManager.java"
"174671d1d721d1f970c77caeb0a79bced59111ad","Perfectly Emissive","needs-review","gradle.properties;src/main/java/com/simibubi/create/content/decoration/copycat/CopycatModel.java"
"aaee610b0c7c201de5c784ef04a5855fd9df333c","Assorted Fixes","needs-review","src/generated/resources/.cache/82992cbf8f2794d83ac94034835eac0acd7915b9;src/generated/resources/.cache/af1b4964b4b67530aeb67585e9573385e8cab38a;src/generated/resources/assets/create/lang/en_ud.json;src/generated/resources/data/create/advancement/recipes/misc/crafting/tree_fertilizer.json;src/generated/resources/data/create/recipe/crafting/materials/bound_cardboard_block.json;src/generated/resources/data/create/recipe/crafting/tree_fertilizer.json;src/main/java/com/simibubi/create/content/contraptions/wrench/RadialWrenchMenu.java;src/main/java/com/simibubi/create/foundation/data/recipe/CreateStandardRecipeGen.java;src/main/java/com/simibubi/create/foundation/utility/BlockHelper.java"
"8f30c2cccce4724ddae1067e4789f56dc3ee5eda","Orient data for oriented collision","needs-review","src/main/java/com/simibubi/create/content/contraptions/Contraption.java;src/main/java/com/simibubi/create/content/contraptions/ContraptionCollider.java;src/main/java/com/simibubi/create/content/trains/entity/CarriageContraption.java;src/main/java/com/simibubi/create/foundation/collision/CollisionList.java;src/main/java/com/simibubi/create/foundation/collision/ContinuousOBBCollider.java;src/main/java/com/simibubi/create/foundation/collision/OBBCollider.java;src/main/java/com/simibubi/create/foundation/collision/OrientedBB.java"
"5f0910c6cefa67f53b62a2f0d966bca6162567f8","Significantly Optimize Funnel Item Extraction and MountedItemStorageWrapper (#9706)","needs-review","src/main/java/com/simibubi/create/api/contraption/storage/item/MountedItemStorageWrapper.java;src/main/java/com/simibubi/create/content/logistics/funnel/FunnelBlockEntity.java;src/main/java/com/simibubi/create/foundation/blockEntity/behaviour/inventory/InvManipulationBehaviour.java;src/main/java/com/simibubi/create/foundation/item/ItemHelper.java"
"3ba76bcefff6707afbcbad8e61fcedbdcff3ec24","Let me be entirely clear","needs-review","src/main/java/com/simibubi/create/content/contraptions/actors/contraptionControls/ContraptionControlsBlockEntity.java;src/main/java/com/simibubi/create/content/contraptions/actors/seat/SeatBlock.java;src/main/java/com/simibubi/create/content/contraptions/actors/seat/SeatEntity.java;src/main/java/com/simibubi/create/content/fluids/pipes/SmartFluidPipeBlockEntity.java;src/main/java/com/simibubi/create/content/kinetics/belt/BeltBlockEntity.java;src/main/java/com/simibubi/create/content/kinetics/chainConveyor/ChainConveyorBlockEntity.java;src/main/java/com/simibubi/create/content/kinetics/crusher/CrushingWheelBlockEntity.java;src/main/java/com/simibubi/create/content/kinetics/crusher/CrushingWheelControllerBlockEntity.java;src/main/java/com/simibubi/create/content/kinetics/deployer/DeployerBlockEntity.java;src/main/java/com/simibubi/create/content/kinetics/millstone/MillstoneBlockEntity.java;src/main/java/com/simibubi/create/content/kinetics/saw/SawBlockEntity.java;src/main/java/com/simibubi/create/content/logistics/chute/ChuteBlockEntity.java;src/main/java/com/simibubi/create/content/logistics/chute/SmartChuteBlockEntity.java;src/main/java/com/simibubi/create/content/logistics/crate/CreativeCrateBlockEntity.java;src/main/java/com/simibubi/create/content/logistics/depot/DepotBehaviour.java;src/main/java/com/simibubi/create/content/logistics/depot/DepotBlockEntity.java;src/main/java/com/simibubi/create/content/logistics/funnel/FunnelBlockEntity.java;src/main/java/com/simibubi/create/content/logistics/itemHatch/ItemHatchBlockEntity.java;src/main/java/com/simibubi/create/content/logistics/packagePort/PackagePortBlockEntity.java;src/main/java/com/simibubi/create/content/logistics/packager/PackagerBlockEntity.java;src/main/java/com/simibubi/create/content/logistics/stockTicker/StockTickerBlockEntity.java;src/main/java/com/simibubi/create/content/logistics/vault/ItemVaultBlockEntity.java;src/main/java/com/simibubi/create/content/processing/basin/BasinBlockEntity.java;src/main/java/com/simibubi/create/content/redstone/smartObserver/SmartObserverBlockEntity.java;src/main/java/com/simibubi/create/content/redstone/thresholdSwitch/ThresholdSwitchBlockEntity.java;src/main/java/com/simibubi/create/content/schematics/cannon/SchematicannonBlockEntity.java;src/main/java/com/simibubi/create/content/schematics/table/SchematicTableBlockEntity.java;src/main/java/com/simibubi/create/content/trains/observer/TrackObserverBlockEntity.java"
"898a0c6a79b9167dcc2ae7fdc17a7467227d2842","Optionnull","needs-review","src/main/java/com/simibubi/create/content/contraptions/Contraption.java;src/main/java/com/simibubi/create/content/contraptions/ContraptionCollider.java;src/main/java/com/simibubi/create/content/trains/entity/CarriageContraption.java"
"2fcc6a706478d6a015880bd4c81f216d2379dc1f","Separating boxes","needs-review","src/main/java/com/simibubi/create/content/contraptions/AbstractContraptionEntity.java;src/main/java/com/simibubi/create/content/contraptions/Contraption.java;src/main/java/com/simibubi/create/foundation/collision/CollisionList.java"
"51a02521226b36d95a60e0c105570bad6c4c155c","Xaeros Errors","needs-review","src/main/java/com/simibubi/create/compat/trainmap/XaeroTrainMap.java;src/main/java/com/simibubi/create/foundation/mixin/compat/xaeros/XaeroFullscreenMapMixin.java"
"9f9b72a4f5c39bfaa235c31d493ffd6e8a1677a0","Update Xaero's compat to work with 1.40.2+ (#9773)","needs-review","build.gradle;src/main/java/com/simibubi/create/compat/trainmap/XaeroTrainMap.java;src/main/templates/META-INF/neoforge.mods.toml"
"cbe8d3b6964719106cd66fcdb2a4ca0a086837fb","Abide by `/tick freeze` (#9760)","needs-review","src/main/java/com/simibubi/create/content/contraptions/ContraptionCollider.java;src/main/java/com/simibubi/create/content/contraptions/minecart/CouplingPhysics.java"
"d70aa501a5634787997474e5902e8bb3dcbeab45","Destroy blocks when growing trees with fertilizer (#9758)","needs-review","src/main/java/com/simibubi/create/content/equipment/TreeFertilizerItem.java"
"96871ef63305219ae329e16573607061ee416a73","Hole in your pocket (#9757)","needs-review","src/main/java/com/simibubi/create/content/equipment/toolbox/ToolboxInventory.java"
"a9df5515a18c6906ab64242a195d12c21a6373c3","Fix #9414. Respect interfaceScale for train map in Xaero (#9736)","needs-review","src/main/java/com/simibubi/create/compat/trainmap/XaeroTrainMap.java"
